2타,3타,B4,HR,OPS,WAR,WOBA,WPA,WRC+,age,batter_name,g,position,team,year,year_born,고4,도루,도실,득점,루타,병살,사구,삼진,안타,장타,출루,타석,타수,타율,타점,희비,희타
2,0,6,3,0.446,-0.92,0.207,,16.8,27,김주형,56,1B,KIA,2012,1985-12-15,0,0,0,8,29,0,1,35,18,0.248,0.198,129,117,0.154,12,2,3
8,0,23,9,0.690,0.22,0.320,,84.8,28,김주형,81,1B,KIA,2013,1985-12-15,1,1,0,27,95,7,3,54,60,0.382,0.308,279,249,0.241,34,4,0
4,0,17,7,0.736,-0.00,0.323,-0.04,77.4,29,김주형,64,1B,KIA,2014,1985-12-15,0,0,3,16,62,3,2,19,37,0.411,0.326,176,151,0.245,26,2,4
3,0,3,2,0.610,-0.34,0.278,-0.77,51.1,30,김주형,45,1B,KIA,2015,1985-12-15,0,0,0,2,28,3,2,22,19,0.337,0.273,88,83,0.229,3,0,0
16,1,34,19,0.854,2.17,0.376,0.05,110.4,31,김주형,135,SS,KIA,2016,1985-12-15,0,1,2,43,172,9,6,55,97,0.499,0.355,387,345,0.281,49,1,1
5,0,8,0,0.450,-0.79,0.215,-0.63,11.4,32,김주형,57,3B,KIA,2017,1985-12-15,0,0,0,11,23,5,1,13,18,0.217,0.233,116,106,0.170,10,1,0
0,0,0,0,0.250,-0.12,0.115,-0.04,-54.6,33,김주형,6,3B,KIA,2018,1985-12-15,0,0,0,0,1,1,0,1,1,0.125,0.125,8,8,0.125,0,0,0
0,0,0,0,0.000,-0.09,0.000,,-135.0,23,김지수,15,SS,히어로즈,2009,1986-08-23,0,0,0,2,0,2,0,1,0,0.000,0.000,4,3,0.000,0,0,1
0,0,1,0,0.167,-0.08,0.122,,-47.8,24,김지수,8,2B,넥센,2010,1986-08-23,0,0,0,1,0,2,0,0,0,0.000,0.167,6,5,0.000,0,0,0
2,0,7,0,0.670,0.16,0.305,,75.3,27,김지수,37,2B,넥센,2013,1986-08-23,0,1,0,9,15,1,0,9,13,0.313,0.357,60,48,0.271,3,1,4
0,0,4,0,0.470,-0.11,0.232,-0.19,17.8,28,김지수,28,SS,넥센,2014,1986-08-23,0,1,0,2,4,1,0,2,4,0.174,0.296,29,23,0.174,3,0,2
7,0,9,0,0.580,-0.00,0.261,-0.69,41.2,29,김지수,104,2B,넥센,2015,1986-08-23,0,2,1,23,38,2,2,27,31,0.288,0.292,151,132,0.235,13,1,7
5,0,10,3,0.793,0.32,0.345,0.20,88.8,30,김지수,81,2B,넥센,2016,1986-08-23,0,2,2,16,40,3,0,16,26,0.440,0.353,106,91,0.286,9,1,4
0,0,2,1,0.462,-0.45,0.200,-0.06,2.4,31,김지수,64,2B,넥센,2017,1986-08-23,0,0,1,7,9,0,0,8,6,0.257,0.205,40,35,0.171,5,2,1
0,0,5,0,0.404,-0.26,0.211,-0.32,9.2,32,김지수,47,2B,넥센,2018,1986-08-23,0,0,1,4,5,2,0,15,5,0.147,0.256,39,34,0.147,0,0,0
1,0,0,0,0.445,-0.83,0.206,0.04,2.7,28,김진곤,67,LF,kt,2015,1987-09-10,0,4,2,11,19,0,1,20,18,0.224,0.221,87,85,0.212,6,0,1
0,0,0,0,0.250,-0.12,0.118,-0.18,-57.6,29,김진곤,13,,kt,2016,1987-09-10,0,0,0,1,1,0,0,1,1,0.125,0.125,8,8,0.125,0,0,0
1,0,1,2,0.762,0.09,0.330,-0.44,86.2,30,김진곤,28,LF,kt,2017,1987-09-10,0,1,0,9,18,0,0,11,11,0.462,0.300,40,39,0.282,8,0,0
1,0,2,0,0.408,-0.29,0.197,-0.19,-2.0,31,김진곤,19,RF,KT,2018,1987-09-10,0,0,2,4,4,0,0,3,3,0.190,0.217,23,21,0.143,0,0,0
13,2,40,20,1.085,4.33,0.469,,176.6,19,김태균,88,3B,한화,2001,1982-05-29,2,2,0,51,159,4,4,72,82,0.649,0.436,289,245,0.335,54,0,0
11,0,41,7,0.709,0.65,0.322,,95.8,20,김태균,105,1B,한화,2002,1982-05-29,2,2,1,25,108,13,2,103,76,0.362,0.347,344,298,0.255,34,2,1
24,2,79,31,0.996,6.00,0.432,,165.1,21,김태균,133,1B,한화,2003,1982-05-29,6,3,2,67,274,13,9,106,153,0.572,0.424,573,479,0.319,95,2,4
26,1,70,23,0.940,5.15,0.422,,154.7,22,김태균,129,1B,한화,2004,1982-05-29,3,2,1,76,250,11,6,99,153,0.529,0.412,556,473,0.323,106,7,0
33,2,60,23,0.947,5.10,0.421,,158.6,23,김태균,124,1B,한화,2005,1982-05-29,5,3,1,73,252,20,6,73,146,0.547,0.401,529,461,0.317,100,2,0
27,0,82,13,0.852,4.41,0.397,,153.3,24,김태균,124,1B,한화,2006,1982-05-29,1,2,0,66,189,18,2,89,123,0.447,0.405,511,423,0.291,73,4,0
13,0,90,21,0.903,4.48,0.414,,157.5,25,김태균,118,1B,한화,2007,1982-05-29,4,2,1,62,190,13,2,70,114,0.483,0.420,491,393,0.290,85,6,0
27,1,64,31,1.039,6.14,0.461,,183.4,26,김태균,115,1B,한화,2008,1982-05-29,4,2,0,81,255,8,5,67,133,0.622,0.417,484,410,0.324,92,5,0
15,0,45,19,0.961,3.18,0.422,,147.7,27,김태균,95,1B,한화,2009,1982-05-29,4,0,0,63,183,12,6,71,111,0.545,0.417,389,336,0.330,62,2,0
24,0,81,16,1.010,6.97,0.463,,195.6,30,김태균,126,1B,한화,2012,1982-05-29,8,3,1,61,223,11,11,69,151,0.536,0.474,513,416,0.363,80,5,0
24,0,73,10,0.920,3.68,0.425,,156.4,31,김태균,101,1B,한화,2013,1982-05-29,7,0,3,41,164,14,8,67,110,0.475,0.444,430,345,0.319,52,4,0
30,0,70,18,1.027,4.94,0.456,4.95,158.8,32,김태균,118,1B,한화,2014,1982-05-29,1,0,2,66,238,18,11,73,154,0.564,0.463,508,422,0.365,84,5,0
28,0,98,21,0.996,4.17,0.436,5.83,153.7,33,김태균,133,1B,한화,2015,1982-05-29,12,3,1,61,220,19,12,80,129,0.539,0.457,524,408,0.316,104,5,1
39,0,108,23,1.045,5.50,0.463,7.37,165.5,34,김태균,144,DH,한화,2016,1982-05-29,10,1,0,94,301,11,9,97,193,0.569,0.476,652,529,0.365,136,6,0
22,0,43,17,0.958,2.56,0.413,2.58,142.3,35,김태균,94,DH,한화,2017,1982-05-29,7,0,0,51,194,13,4,56,121,0.545,0.413,407,356,0.340,76,4,0
11,0,13,10,0.834,0.47,0.364,1.53,108.2,36,김태균,73,DH,한화,2018,1982-05-29,1,0,1,25,121,7,4,56,80,0.476,0.358,271,254,0.315,34,0,0
0,0,1,1,0.281,-0.33,0.120,-0.31,-55.1,20,김태연,12,3B,한화,2017,1997-06-10,0,0,0,1,4,0,0,11,1,0.190,0.091,22,21,0.048,2,0,0
1,0,3,0,0.507,-0.10,0.237,0.14,25.6,21,김태연,24,3B,한화,2018,1997-06-10,0,0,1,7,6,0,0,8,5,0.231,0.276,30,26,0.192,2,0,1
0,0,0,0,1.000,0.07,0.474,,206.6,22,김태완,4,,한화,2006,1984-01-27,0,0,0,0,2,0,0,1,2,0.500,0.500,4,4,0.500,3,0,0
5,0,9,4,0.749,0.31,0.347,,111.9,23,김태완,61,DH,한화,2007,1984-01-27,0,0,0,11,40,3,2,22,23,0.426,0.324,105,94,0.245,12,0,0
16,0,50,23,0.851,2.44,0.385,,133.3,24,김태완,124,DH,한화,2008,1984-01-27,4,0,1,44,187,9,11,78,102,0.488,0.362,450,383,0.266,73,6,0
17,2,72,23,0.958,4.03,0.420,,146.1,25,김태완,112,RF,한화,2009,1984-01-27,4,1,1,62,194,6,11,89,104,0.539,0.419,446,360,0.289,68,3,0
13,0,86,15,0.840,2.54,0.390,,132.2,26,김태완,116,DH,한화,2010,1984-01-27,3,7,6,62,156,9,13,99,98,0.422,0.418,473,370,0.265,62,2,0
13,0,33,3,0.632,0.61,0.307,,76.4,29,김태완,93,DH,한화,2013,1984-01-27,1,1,2,24,86,8,7,78,64,0.308,0.324,321,279,0.229,23,2,0
8,0,24,7,0.764,0.23,0.346,0.10,88.2,30,김태완,89,DH,한화,2014,1984-01-27,1,0,0,26,77,10,3,51,48,0.414,0.351,214,186,0.258,39,1,0
2,0,2,0,0.583,-0.24,0.279,-0.36,49.6,31,김태완,22,DH,한화,2015,1984-01-27,0,0,0,5,13,1,2,16,11,0.283,0.300,50,46,0.239,3,0,0
1,1,3,0,0.958,0.25,0.441,-0.13,152.9,32,김태완,24,,한화,2016,1984-01-27,0,0,0,3,10,0,1,8,7,0.500,0.458,24,20,0.350,0,0,0
5,0,9,4,0.880,0.59,0.388,-0.26,128.4,33,김태완,46,DH,넥센,2017,1984-01-27,0,0,0,14,45,2,1,24,28,0.500,0.380,100,90,0.311,7,0,0
2,0,5,1,0.543,-0.50,0.246,-0.95,32.6,34,김태완,29,DH,넥센,2018,1984-01-27,1,0,0,5,18,4,2,25,13,0.273,0.270,74,66,0.197,5,1,0
0,0,0,0,0.000,-0.08,0.000,-0.05,-132.4,20,김태진,1,2B,NC,2015,1995-10-07,0,0,0,0,0,0,0,0,0,0.000,0.000,3,3,0.000,0,0,0
0,0,0,0,1.000,0.03,0.472,0.00,177.0,21,김태진,2,3B,NC,2016,1995-10-07,0,0,0,1,1,0,0,0,1,0.500,0.500,2,2,0.500,0,0,0
0,0,3,1,0.863,0.18,0.378,-0.02,121.2,23,김태진,20,3B,NC,2018,1995-10-07,0,1,2,5,14,0,0,5,11,0.452,0.412,35,31,0.355,3,0,1
2,1,8,2,0.694,-0.02,0.298,-0.42,57.7,19,김하성,60,SS,넥센,2014,1995-10-17,0,4,3,17,19,2,0,13,9,0.396,0.298,59,48,0.188,7,1,2
35,5,56,19,0.851,4.94,0.372,0.99,112.9,20,김하성,140,SS,넥센,2015,1995-10-17,2,22,4,89,250,10,5,115,148,0.489,0.362,582,511,0.290,73,6,4
29,7,60,20,0.836,3.81,0.370,1.12,104.8,21,김하성,144,SS,넥센,2016,1995-10-17,2,28,15,92,251,7,6,80,148,0.477,0.359,599,526,0.281,84,5,2
36,3,58,23,0.889,4.91,0.385,3.21,125.4,22,김하성,141,SS,넥센,2017,1995-10-17,2,16,8,90,270,8,8,65,159,0.513,0.376,601,526,0.302,114,7,2
27,4,54,20,0.832,3.56,0.360,1.01,108.5,23,김하성,129,SS,넥센,2018,1995-10-17,2,8,2,95,242,16,5,81,147,0.474,0.358,576,511,0.288,84,5,1
0,0,0,0,0.167,-0.20,0.080,,-72.8,23,김헌곤,11,RF,삼성,2011,1988-11-09,0,0,0,0,1,0,0,6,1,0.083,0.083,12,12,0.083,0,0,0
1,0,0,0,0.278,-0.23,0.128,,-37.9,24,김헌곤,10,RF,삼성,2012,1988-11-09,0,0,0,1,3,0,0,3,2,0.167,0.111,18,18,0.111,3,0,0
0,0,0,0,0.000,-0.07,0.000,,-134.4,25,김헌곤,7,RF,삼성,2013,1988-11-09,0,0,0,0,0,0,0,2,0,0.000,0.000,3,3,0.000,0,0,0
5,3,13,3,0.782,0.56,0.354,0.47,96.7,26,김헌곤,76,CF,삼성,2014,1988-11-09,0,2,2,17,52,1,6,20,32,0.423,0.359,143,123,0.260,20,0,1
13,2,29,9,0.718,0.54,0.318,-0.51,80.4,29,김헌곤,123,LF,삼성,2017,1988-11-09,0,11,2,51,138,11,8,45,94,0.388,0.331,404,356,0.264,47,3,8
26,2,54,11,0.798,1.99,0.355,-0.57,103.9,30,김헌곤,141,LF,삼성,2018,1988-11-09,1,22,9,77,217,13,10,70,154,0.423,0.375,586,513,0.300,71,4,5
0,0,0,0,0.000,-0.02,0.000,,-131.2,18,김현수,1,,두산,2006,1988-01-12,0,0,0,0,0,0,0,0,0,0.000,0.000,1,1,0.000,0,0,0
19,3,26,5,0.733,1.62,0.340,,107.4,19,김현수,99,LF,두산,2007,1988-01-12,1,5,2,33,127,12,5,46,87,0.398,0.335,353,319,0.273,32,2,1
34,5,80,9,0.963,7.14,0.446,,176.5,20,김현수,126,LF,두산,2008,1988-01-12,1,13,8,83,239,12,5,40,168,0.509,0.454,558,470,0.357,89,2,0
31,6,80,23,1.037,6.88,0.452,,169.5,21,김현수,133,LF,두산,2009,1988-01-12,5,6,6,97,284,7,4,59,172,0.589,0.448,572,482,0.357,104,6,0
29,0,78,24,0.945,5.24,0.419,,152.0,22,김현수,132,LF,두산,2010,1988-01-12,6,4,8,88,251,9,6,64,150,0.531,0.414,565,473,0.317,89,8,0
25,2,71,13,0.836,4.20,0.384,,133.4,23,김현수,130,LF,두산,2011,1988-01-12,9,5,3,71,211,15,6,63,143,0.444,0.392,561,475,0.301,91,9,0
17,1,46,7,0.741,2.76,0.350,,118.2,24,김현수,122,LF,두산,2012,1988-01-12,2,6,3,47,167,9,3,50,127,0.382,0.359,491,437,0.291,65,5,0
23,1,62,16,0.852,3.40,0.384,,129.2,25,김현수,122,LF,두산,2013,1988-01-12,10,2,4,63,204,6,2,71,131,0.470,0.382,510,434,0.302,90,12,0
26,0,53,17,0.884,4.13,0.393,3.54,132.2,26,김현수,125,LF,두산,2014,1988-01-12,5,2,0,75,226,10,7,45,149,0.488,0.396,528,463,0.322,90,5,0
26,0,101,28,0.979,6.70,0.427,6.29,163.2,27,김현수,141,LF,두산,2015,1988-01-12,12,11,5,103,277,13,8,63,167,0.541,0.438,630,512,0.326,121,9,0
39,2,47,20,1.004,4.79,0.424,4.23,155.2,30,김현수,117,LF,LG,2018,1988-01-12,6,1,3,95,267,9,1,61,164,0.589,0.415,511,453,0.362,101,10,0
1,0,7,0,0.409,-0.45,0.204,-0.99,5.5,19,김형준,60,C,NC,2018,1999-11-02,0,0,0,6,14,3,1,32,13,0.173,0.236,89,81,0.160,2,0,0
2,0,1,0,0.548,-0.06,0.246,0.01,28.4,18,김혜성,16,SS,넥센,2017,1999-01-27,0,0,0,1,5,0,0,6,3,0.313,0.235,17,16,0.188,2,0,0
15,6,33,5,0.695,1.00,0.311,0.25,75.0,19,김혜성,136,2B,넥센,2018,1999-01-27,1,31,6,79,158,6,5,119,116,0.367,0.328,473,430,0.270,45,2,3
2,0,1,0,0.464,-0.14,0.232,,22.0,24,김회성,20,3B,한화,2009,1985-12-04,0,0,0,3,6,2,3,12,4,0.214,0.250,32,28,0.143,1,0,0
0,0,2,0,0.105,-0.31,0.077,,-75.2,25,김회성,11,3B,한화,2010,1985-12-04,0,0,0,0,0,1,0,7,0,0.000,0.105,19,17,0.000,0,0,0
3,0,5,2,0.585,-0.01,0.271,,56.9,26,김회성,37,3B,한화,2011,1985-12-04,0,0,0,5,16,2,3,19,7,0.327,0.259,59,49,0.143,6,1,1
8,1,14,6,0.757,0.36,0.329,-0.62,76.8,29,김회성,59,3B,한화,2014,1985-12-04,0,0,0,21,61,4,4,45,33,0.436,0.321,162,140,0.236,18,1,3
10,2,28,16,0.805,0.79,0.345,-0.11,93.5,30,김회성,83,3B,한화,2015,1985-12-04,0,2,4,36,109,4,10,58,47,0.484,0.321,268,225,0.209,35,2,3
0,0,9,1,0.612,-0.18,0.305,0.01,63.5,31,김회성,28,1B,한화,2016,1985-12-04,0,0,0,12,12,1,2,17,9,0.267,0.345,58,45,0.200,8,2,0
4,0,13,3,0.731,0.18,0.328,0.60,85.1,32,김회성,54,1B,한화,2017,1985-12-04,0,0,0,10,33,3,2,24,20,0.388,0.343,103,85,0.235,13,2,1
5,0,11,4,0.823,0.34,0.351,0.25,98.8,33,김회성,58,3B,한화,2018,1985-12-04,0,1,0,15,39,3,3,26,22,0.459,0.364,102,85,0.259,17,0,3
2,0,8,0,0.591,-0.27,0.286,-0.34,54.1,25,나경민,35,LF,롯데,2016,1991-12-12,0,3,3,13,15,0,0,18,13,0.268,0.323,66,56,0.232,3,1,1
5,2,7,1,0.666,-0.13,0.297,-0.06,65.4,26,나경민,97,CF,롯데,2017,1991-12-12,0,20,3,37,42,1,2,37,30,0.359,0.307,129,117,0.256,11,1,2
2,0,10,0,0.698,0.30,0.337,-0.22,92.2,27,나경민,87,CF,롯데,2018,1991-12-12,0,12,4,23,17,0,3,21,15,0.298,0.400,71,57,0.263,1,0,1
18,5,33,14,0.735,2.53,0.336,,96.2,24,나성범,104,CF,NC,2013,1989-10-03,3,12,2,55,168,7,15,95,98,0.416,0.319,458,404,0.243,64,6,0
28,5,42,30,0.998,6.06,0.429,2.82,146.2,25,나성범,123,CF,NC,2014,1989-10-03,2,14,5,88,285,4,15,128,157,0.597,0.400,536,477,0.329,101,1,1
34,5,32,28,0.926,5.14,0.400,2.61,136.1,26,나성범,144,RF,NC,2015,1989-10-03,1,23,4,112,312,9,15,127,184,0.553,0.373,622,564,0.326,135,8,3
37,2,67,22,0.885,4.42,0.395,1.93,125.9,27,나성범,144,RF,NC,2016,1989-10-03,2,7,4,116,284,4,9,136,177,0.497,0.388,653,572,0.309,113,4,1
42,2,48,24,1.000,5.78,0.428,4.64,154.3,28,나성범,125,RF,NC,2017,1989-10-03,10,17,7,103,291,8,12,116,173,0.584,0.415,561,498,0.347,99,3,0
36,3,44,23,0.899,4.51,0.387,4.73,126.6,29,나성범,144,RF,NC,2018,1989-10-03,4,15,2,110,288,11,15,131,177,0.518,0.381,620,556,0.318,91,5,0
3,0,4,2,0.783,0.26,0.355,,113.3,23,나성용,27,,한화,2011,1988-01-05,0,0,0,4,18,1,0,15,9,0.474,0.310,42,38,0.237,7,0,0
2,0,4,3,0.754,-0.06,0.339,-0.31,99.7,27,나성용,40,DH,LG,2015,1988-01-05,0,0,0,7,31,2,2,29,20,0.425,0.329,79,73,0.274,9,0,0
0,0,1,0,0.397,-0.13,0.203,-0.26,-1.7,28,나성용,6,DH,삼성,2016,1988-01-05,0,0,0,1,2,0,0,5,2,0.167,0.231,13,12,0.167,0,0,0
0,0,0,0,0.364,-0.19,0.169,-0.03,-16.7,29,나성용,6,DH,삼성,2017,1988-01-05,0,0,1,0,2,1,0,7,2,0.182,0.182,11,11,0.182,1,0,0
1,0,0,0,0.478,-0.10,0.216,-0.09,14.5,23,나원탁,12,C,삼성,2017,1994-08-20,0,0,0,2,6,0,0,12,5,0.261,0.217,23,23,0.217,0,0,0
0,0,0,0,0.250,-0.33,0.115,-0.15,-55.1,24,나원탁,20,C,롯데,2018,1994-08-20,0,0,0,0,3,0,0,10,3,0.125,0.125,24,24,0.125,1,0,0
0,0,0,0,0.000,-0.15,0.000,-0.01,-132.7,19,나종덕,5,C,롯데,2017,1998-03-16,0,0,0,0,0,0,0,2,0,0.000,0.000,4,4,0.000,0,0,0
3,0,12,2,0.376,-1.71,0.175,-1.85,-15.1,20,나종덕,106,C,롯데,2018,1998-03-16,0,0,0,15,31,2,5,85,22,0.175,0.201,203,177,0.124,11,0,9
1,2,12,0,0.465,-0.38,0.225,,19.1,19,나주환,96,SS,두산,2003,1984-06-14,0,1,0,21,20,5,3,29,15,0.202,0.263,118,99,0.152,3,0,4
6,0,3,1,0.791,0.47,0.357,,112.0,20,나주환,64,SS,두산,2004,1984-06-14,0,1,1,14,27,0,0,13,18,0.458,0.333,63,59,0.305,9,1,0
9,0,10,1,0.660,0.45,0.295,,73.1,21,나주환,99,3B,두산,2005,1984-06-14,0,8,3,21,59,5,4,36,47,0.339,0.321,200,174,0.270,19,2,10
8,2,18,3,0.621,0.29,0.280,,71.6,22,나주환,114,3B,두산,2006,1984-06-14,2,2,7,20,75,4,6,37,54,0.322,0.299,271,233,0.232,30,4,10
13,2,22,2,0.625,0.57,0.282,,65.0,23,나주환,117,SS,"두산,SK",2007,1984-06-14,0,3,4,30,92,6,4,42,69,0.324,0.301,331,284,0.243,27,6,15
11,1,18,2,0.620,0.51,0.283,,65.7,23,나주환,100,SS,SK,,1984-06-14,0,3,3,21,78,5,3,36,59,0.322,0.297,278,242,0.244,25,6,9
2,1,4,0,0.653,0.06,0.276,,61.4,23,나주환,17,SS,두산,,1984-06-14,0,0,1,9,14,1,1,6,10,0.333,0.319,53,42,0.238,2,0,6
16,3,26,3,0.635,1.19,0.291,,69.5,24,나주환,118,SS,SK,2008,1984-06-14,0,14,5,43,120,12,6,64,89,0.332,0.303,413,361,0.247,46,7,13
13,0,41,15,0.804,2.69,0.347,,98.1,25,나주환,118,SS,SK,2009,1984-06-14,0,21,9,60,168,8,7,74,110,0.440,0.364,454,382,0.288,65,4,20
13,2,25,7,0.726,1.65,0.320,,85.0,26,나주환,100,SS,SK,2010,1984-06-14,0,14,6,49,120,3,5,74,82,0.393,0.332,353,305,0.269,42,2,16
0,0,0,0,0.174,-0.36,0.080,,-77.4,29,나주환,15,SS,SK,2013,1984-06-14,0,0,0,0,2,0,0,8,2,0.087,0.087,24,23,0.087,0,0,1
25,0,36,7,0.713,1.10,0.318,0.04,77.2,30,나주환,127,2B,SK,2014,1984-06-14,0,10,3,64,161,8,3,101,115,0.382,0.332,478,422,0.273,51,3,14
15,0,12,5,0.697,0.35,0.300,-0.73,70.7,31,나주환,96,2B,SK,2015,1984-06-14,0,3,5,31,96,9,2,47,66,0.390,0.307,273,246,0.268,22,1,12
2,0,2,5,1.120,0.57,0.462,0.28,164.4,32,나주환,24,1B,SK,2016,1984-06-14,0,0,4,13,39,4,3,6,22,0.684,0.436,65,57,0.386,12,0,3
24,1,19,19,0.818,2.03,0.347,1.61,98.4,33,나주환,122,SS,SK,2017,1984-06-14,3,0,3,69,205,15,5,85,122,0.489,0.329,452,419,0.291,65,1,8
24,0,38,12,0.767,0.98,0.328,0.65,85.9,34,나주환,119,SS,SK,2018,1984-06-14,0,5,6,54,155,2,5,66,95,0.428,0.339,420,362,0.262,56,2,13
12,1,28,6,0.846,1.84,0.390,,137.5,23,나지완,73,LF,KIA,2008,1985-05-19,1,1,2,25,91,2,6,44,59,0.455,0.391,239,200,0.295,30,4,1
12,0,58,23,0.842,2.36,0.370,,113.6,24,나지완,128,LF,KIA,2009,1985-05-19,3,4,1,58,182,9,8,90,101,0.474,0.368,457,384,0.263,73,4,3
11,0,45,15,0.735,0.54,0.339,,97.9,25,나지완,109,DH,KIA,2010,1985-05-19,1,3,2,42,124,9,18,82,68,0.392,0.343,384,316,0.215,53,3,2
9,0,35,18,0.903,2.59,0.412,,152.4,26,나지완,85,DH,KIA,2011,1985-05-19,0,0,1,41,151,4,4,63,88,0.519,0.384,331,291,0.302,66,1,0
17,1,56,11,0.782,3.17,0.362,,126.7,27,나지완,124,LF,KIA,2012,1985-05-19,4,7,3,40,161,9,13,93,109,0.405,0.377,480,398,0.274,56,5,8
18,0,62,21,0.868,4.23,0.400,,139.6,28,나지완,125,LF,KIA,2013,1985-05-19,1,7,3,57,206,12,18,111,125,0.474,0.394,522,435,0.287,96,5,1
22,0,54,19,0.914,2.83,0.403,2.05,129.8,29,나지완,118,DH,KIA,2014,1985-05-19,4,3,3,64,203,9,12,97,124,0.510,0.404,470,398,0.312,79,6,0
16,0,46,7,0.753,0.59,0.351,-0.71,99.2,30,나지완,116,LF,KIA,2015,1985-05-19,3,3,1,34,114,10,16,79,77,0.375,0.378,368,304,0.253,31,2,0
21,2,85,25,1.022,3.94,0.450,3.83,158.0,31,나지완,118,DH,KIA,2016,1985-05-19,1,6,3,84,217,8,17,90,117,0.571,0.451,486,380,0.308,90,4,0
20,3,62,27,0.939,3.53,0.409,3.00,140.8,32,나지완,137,DH,KIA,2017,1985-05-19,0,1,1,85,245,10,23,105,138,0.534,0.405,551,459,0.301,94,7,0
18,0,38,26,0.951,2.35,0.397,0.90,134.3,33,나지완,114,DH,KIA,2018,1985-05-19,2,0,0,50,182,14,19,81,86,0.574,0.377,379,317,0.271,78,5,0
3,0,3,0,0.523,-0.32,0.244,-0.58,23.5,25,남태혁,16,1B,kt,2016,1991-03-13,0,1,0,2,12,3,0,18,9,0.273,0.250,48,44,0.205,2,1,0
1,0,6,2,0.690,-0.04,0.313,-0.08,75.5,26,남태혁,31,DH,kt,2017,1991-03-13,0,0,0,8,22,0,1,20,15,0.367,0.324,68,60,0.250,11,1,0
0,0,0,0,0.364,-0.14,0.167,-0.15,-21.8,27,남태혁,7,,KT,2018,1991-03-13,0,0,0,0,2,0,0,3,2,0.182,0.182,11,11,0.182,0,0,0
0,0,0,0,0.000,0.00,0.000,-0.00,,24,노수광,1,RF,한화,2014,1990-08-06,0,0,0,0,0,0,0,1,0,0.000,0.000,1,1,0.000,0,0,0
1,0,2,0,0.381,-0.10,0.196,-0.02,-3.7,25,노수광,10,CF,KIA,2015,1990-08-06,0,0,0,2,2,0,0,7,1,0.167,0.214,14,12,0.083,1,0,0
4,2,20,4,0.779,0.91,0.347,0.01,90.9,26,노수광,77,RF,KIA,2016,1990-08-06,0,12,2,43,84,0,1,46,64,0.406,0.373,238,207,0.309,30,0,10
18,3,25,6,0.735,1.24,0.327,0.20,87.0,27,노수광,131,CF,"KIA,SK",2017,1990-08-06,2,16,9,72,151,3,9,84,109,0.395,0.340,425,382,0.285,39,5,4
0,0,3,0,0.568,-0.01,0.277,-0.10,52.8,27,노수광,5,CF,KIA,,1990-08-06,1,1,0,1,3,0,1,3,3,0.200,0.368,19,15,0.200,0,0,0
18,3,22,6,0.742,1.14,0.329,0.29,88.6,27,노수광,126,CF,SK,,1990-08-06,1,15,9,71,148,3,8,81,106,0.403,0.338,406,367,0.289,39,5,4
21,8,48,8,0.815,3.03,0.360,3.46,107.9,28,노수광,135,CF,SK,2018,1990-08-06,0,25,4,93,222,3,13,86,161,0.431,0.383,588,515,0.313,53,3,9
19,2,26,3,0.603,0.27,0.280,,57.6,24,노진혁,117,SS,NC,2013,1989-07-15,1,1,3,32,105,5,1,83,73,0.321,0.282,361,327,0.223,27,1,5
0,0,0,1,0.563,-0.10,0.235,-0.39,18.6,25,노진혁,26,SS,NC,2014,1989-07-15,0,0,1,3,6,0,0,7,3,0.375,0.188,16,16,0.188,2,0,0
2,0,2,0,0.254,-0.59,0.118,-0.51,-54.2,26,노진혁,65,SS,NC,2015,1989-07-15,0,0,0,4,5,0,0,11,3,0.132,0.122,42,38,0.079,2,1,1
1,0,0,0,0.714,0.04,0.312,-0.14,77.1,28,노진혁,4,3B,NC,2017,1989-07-15,0,0,0,2,3,0,0,1,2,0.429,0.286,7,7,0.286,0,0,0
21,4,33,11,0.768,1.70,0.337,0.72,95.1,29,노진혁,125,3B,NC,2018,1989-07-15,0,4,3,52,181,8,2,92,119,0.431,0.337,458,420,0.283,42,2,1
33,1,70,16,0.893,3.03,0.398,1.96,123.4,32,대니돈,129,RF,넥센,2016,1984-07-20,4,1,0,65,206,8,5,72,123,0.494,0.399,497,417,0.295,70,4,1
2,0,7,1,0.486,-0.48,0.232,-0.58,22.3,33,대니돈,20,1B,넥센,2017,1984-07-20,0,0,0,5,12,3,0,16,7,0.240,0.246,57,50,0.140,2,0,0
0,0,0,0,0.452,-0.02,0.245,0.04,28.3,23,도태훈,6,3B,NC,2016,1993-03-18,0,0,0,1,1,0,1,2,1,0.167,0.286,7,6,0.167,0,0,0
1,0,4,1,0.532,-0.22,0.246,-0.27,32.1,24,도태훈,32,3B,NC,2017,1993-03-18,0,0,0,3,13,2,0,7,9,0.277,0.255,51,47,0.191,4,0,0
0,0,5,1,0.671,0.03,0.320,0.06,80.8,25,도태훈,26,3B,NC,2018,1993-03-18,0,0,0,5,11,0,2,5,8,0.314,0.357,42,35,0.229,5,0,0
38,0,60,31,0.965,3.92,0.414,4.12,142.6,31,러프,134,1B,삼성,2017,1986-07-28,4,2,2,90,293,14,12,107,162,0.569,0.396,591,515,0.315,124,4,0
32,4,65,33,1.024,5.28,0.432,5.89,152.9,32,러프,137,1B,삼성,2018,1986-07-28,0,5,3,97,306,17,18,107,167,0.605,0.419,597,506,0.330,125,8,0
